alpha_id,segment,cost_bps_one_way,bars,net_return,net_sharpe_daily,max_drawdown,avg_turnover_per_bar,annualized_turnover,trade_events,mean_abs_position,gross_bps_per_unit_turnover
LT_MOM_4320,train,10.0,1893888,-0.01915183512948171,0.2079892523897446,-0.598051061461254,0.00021131140238139778,111.07374664396048,1997,0.33054715394973755,15.682513404508967
LT_MOM_4320,validation,10.0,631296,0.19423262611542702,0.8302627548063819,-0.15152371248981,0.00022192439064383507,116.56384478509426,698,0.33799418807029724,25.2687036213666
LT_MR_Z_0240,train,0.0,1893888,0.3099817775109548,0.6598193562883278,-0.14448733628428156,0.0007443416980095208,391.25602251291275,7022,0.13671188056468964,2.2066557239295537
LT_MR_Z_0240,validation,0.0,631296,0.027337502560393245,0.35094879087203557,-0.057190906517656126,0.0007522620726376772,395.11899715662,2367,0.13928870856761932,0.6930720319827156
LT_MR_Z_0240,train,2.0,1893888,-0.011866832422876339,0.06196772526873137,-0.19669540595138713,0.0007443416980095208,391.25602251291275,7022,0.13671188056468964,2.2066557239295537
LT_MR_Z_0240,validation,2.0,631296,-0.06573178180327566,-0.664399718379959,-0.0947200713028854,0.0007522620726376772,395.11899715662,2367,0.13928870856761932,0.6930720319827156
LT_MR_Z_0240,train,6.0,1893888,-0.43778666314368986,-1.1436606269233214,-0.44750929844691145,0.0007443416980095208,391.25602251291275,7022,0.13671188056468964,2.2066557239295537
LT_MR_Z_0240,validation,6.0,631296,-0.22734882884634722,-2.7193031091724493,-0.24072172082710497,0.0007522620726376772,395.11899715662,2367,0.13928870856761932,0.6930720319827156
LT_MR_Z_0240,train,10.0,1893888,-0.6801347189521413,-2.3616567735816316,-0.6830122803332201,0.0007443416980095208,391.25602251291275,7022,0.13671188056468964,2.2066557239295537
LT_MR_Z_0240,validation,10.0,631296,-0.3610178509923817,-4.801787123990556,-0.36832441191695275,0.0007522620726376772,395.11899715662,2367,0.13928870856761932,0.6930720319827156
LT_MR_Z_1440,train,0.0,1893888,-0.21374569568858381,-0.2779729904327864,-0.36512689680582144,0.0002449986641295254,128.78117698431015,2318,0.189765065908432,-3.7119243528968657
LT_MR_Z_1440,validation,0.0,631296,-0.04766122999952582,-0.2997937730317553,-0.0824507138544106,0.0002604166220407933,136.7815446406603,822,0.18137921392917633,-2.3812937365736904
LT_MR_Z_1440,train,2.0,1893888,-0.28343006884375554,-0.42824676685392743,-0.3810876917784609,0.0002449986641295254,128.78117698431015,2318,0.189765065908432,-3.7119243528968657
LT_MR_Z_1440,validation,2.0,631296,-0.07846556008838046,-0.5525963313468946,-0.09259513290604127,0.0002604166220407933,136.7815446406603,822,0.18137921392917633,-2.3812937365736904
LT_MR_Z_1440,train,6.0,1893888,-0.4048248014739557,-0.7298120346360046,-0.45917651607054566,0.0002449986641295254,128.78117698431015,2318,0.189765065908432,-3.7119243528968657
LT_MR_Z_1440,validation,6.0,631296,-0.1371206659625459,-1.060856233550433,-0.14485147360447537,0.0002604166220407933,136.7815446406603,822,0.18137921392917633,-2.3812937365736904
LT_MR_Z_1440,train,10.0,1893888,-0.5056612989776728,-1.0326857951675952,-0.5469697068927405,0.0002449986641295254,128.78117698431015,2318,0.189765065908432,-3.7119243528968657
LT_MR_Z_1440,validation,10.0,631296,-0.19204666158598227,-1.5724636192700472,-0.19877270125828395,0.0002604166220407933,136.7815446406603,822,0.18137921392917633,-2.3812937365736904
LT_OFI_0240,train,0.0,1893888,0.3081459412969447,0.5636289401478597,-0.3471797046671964,0.0011032859329134226,579.9315066933632,16411,0.2172905057668686,1.6696429319326385
LT_OFI_0240,validation,0.0,631296,0.0033785894634450475,0.09077544290056132,-0.11974250797511476,0.0011793201556429267,619.4274616241455,5783,0.2041129618883133,0.1683434147802025
LT_OFI_0240,train,2.0,1893888,-0.13868411872699837,-0.11145684388524883,-0.45326180570960406,0.0011032859329134226,579.9315066933632,16411,0.2172905057668686,1.6696429319326385
LT_OFI_0240,validation,2.0,631296,-0.13541888503302946,-0.9872320089159946,-0.19309004377487904,0.0011793201556429267,619.4274616241455,5783,0.2041129618883133,0.1683434147802025
LT_OFI_0240,train,6.0,1893888,-0.6266128230486775,-1.4581874702634916,-0.6887897647817031,0.0011032859329134226,579.9315066933632,16411,0.2172905057668686,1.6696429319326385
LT_OFI_0240,validation,6.0,631296,-0.35807843846926024,-3.136363916209022,-0.365927618876269,0.0011793201556429267,619.4274616241455,5783,0.2041129618883133,0.1683434147802025
