alpha_id,segment,benchmark,window_minutes,sampling_minutes,mean,std,p05,p95
LT_BTC_ETH_RATIO_MR_7D,validation,BTC_SPOT,240,5,-0.08318744212176984,0.9689626383630042,-1.1301949402638893,1.0264343440937118
LT_BTC_ETH_RATIO_MR_7D,train,BTC_SPOT,1440,5,-0.0060182258010325115,0.9184705652917384,-1.1649251277830368,1.013516725587798
LT_BTC_ETH_RATIO_MR_7D,validation,BTC_SPOT,1440,5,-0.07975984403762974,0.9345135393251052,-1.1156629005101701,1.0146919962110112
LT_BTC_ETH_RATIO_MR_7D,train,ETH_SPOT,60,5,-0.016975942489979964,0.7051707745501276,-1.0766127154675291,0.9669145958915019
LT_BTC_ETH_RATIO_MR_7D,validation,ETH_SPOT,60,5,-0.0870812365720066,0.7655219887819689,-1.1388743277184656,1.00488692225167
LT_BTC_ETH_RATIO_MR_7D,train,ETH_SPOT,240,5,-0.01829034625759061,0.6837052765258049,-1.0242131615585626,0.9059049800444793
LT_BTC_ETH_RATIO_MR_7D,validation,ETH_SPOT,240,5,-0.08569282183191615,0.7356284900004765,-1.044949943875992,0.9254841688054257
LT_BTC_ETH_RATIO_MR_7D,train,ETH_SPOT,1440,5,-0.017973336988043886,0.6502932837950193,-1.0030382173394798,0.845036400031372
LT_BTC_ETH_RATIO_MR_7D,validation,ETH_SPOT,1440,5,-0.08472652800161444,0.7055485811071243,-0.9757811503153141,0.8526714230082973
LT_BTC_ETH_RATIO_MOM_1D,train,BTC_SPOT,60,5,0.017300413854061183,0.9749442256528449,-1.0961358560331762,1.0417042795414342
LT_BTC_ETH_RATIO_MOM_1D,validation,BTC_SPOT,60,5,0.015073007614718205,0.8774254530947441,-1.0685074330931243,1.0428385634441457
LT_BTC_ETH_RATIO_MOM_1D,train,BTC_SPOT,240,5,0.01773246846222283,0.956021977945355,-1.0775552787746099,1.022374268544542
LT_BTC_ETH_RATIO_MOM_1D,validation,BTC_SPOT,240,5,0.015594512000281969,0.8663983355249144,-1.0497252451200063,1.0239939842597054
LT_BTC_ETH_RATIO_MOM_1D,train,BTC_SPOT,1440,5,0.02184252706474377,0.8367193081147777,-1.0540629088573832,1.0105035694331443
LT_BTC_ETH_RATIO_MOM_1D,validation,BTC_SPOT,1440,5,0.02152963823480729,0.7782329822042443,-1.031264062280248,1.0129198729265405
LT_BTC_ETH_RATIO_MOM_1D,train,ETH_SPOT,60,5,0.023104350910931225,0.7108572639247546,-0.9861761990936015,1.0073304022199114
LT_BTC_ETH_RATIO_MOM_1D,validation,ETH_SPOT,60,5,0.03665854941993768,0.6944850805153484,-0.9890283970656651,1.0731100084642875
LT_BTC_ETH_RATIO_MOM_1D,train,ETH_SPOT,240,5,0.02372630940814162,0.6804299509267046,-0.9191584961246335,0.9394152164196358
